Smiles,Nr. of heavy atoms,mols,Formal Charge,Nr_of_wildcards
*c1cc([N+](=O)[O-])c2cn(*)nc2c1,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b195b0>,0,2
*c1ccc2c(c1*)C(=O)C1(COCC([N+](=O)[O-])C1)C2=O,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b19850>,0,2
*c1cc2[n+](cc1*)C(O)(C(=O)[O-])C(C)C2O,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1a5e0>,0,2
*c1c(*)n(C2[Se]C(CO)C(O)C2F)c(=O)[nH]c1=O,17,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1a6c0>,0,2
*c1ccc([P-](#[S+])(NC(C)(C)C)N([Si](C)(C)C)[Si](C)(C)C)cc1*,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1a9d0>,0,2
*c1ccc([P-](#[S+])(NC(C)(C)C)N([Si](C)(C)C)[Si](C)(C)C)c(*)c1,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1bd10>,0,2
*c1cc(*)cc(S(=O)(=O)C2CN2)c1,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1be60>,0,2
*c1ccc(*)c(S(=O)(=O)C2CN2)c1,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1ae30>,0,2
*c1ccc(C=NN=Cc2ccc(*)c(Br)c2)cc1Br,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c120>,0,2
*c1cccc(*)c1C1=CCC2C=CC=CC=C12,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c350>,0,2
*C1=CC=CC2CC=C(c3ccccc3*)C2=C1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c040>,0,2
*c1cc(C)cc(*)c1[N+](=O)[N-]c1ccc(C)cc1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c0b0>,0,2
*c1cc(=O)c2c(*)c(F)cc(F)c2o1,13,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c5f0>,0,2
*c1ccc(N2C(C)CCN2C(C)=O)c(*)c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c4a0>,0,2
*c1ccc(N2C(C)CCN2C(C)=O)cc1*,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c190>,0,2
*c1ccc(*)c2c1CC1CC(Br)C(C([O-])=[S+]C)OC21,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c9e0>,0,2
*c1ccc(*)c(C2CCNc3ccccc32)c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c900>,0,2
*c1ccc(C2CCNc3ccccc32)cc1*,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c970>,0,2
*c1ccc2c(c1)-c1cc(*)ccc1OC2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c270>,0,2
*c1ccc2c(c1)-c1cccc(*)c1OC2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c200>,0,2
*c1nccn2c(*)cnc12,9,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1cb30>,0,2
*c1sc2cc(Cl)ccc2c1*,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c660>,0,2
*c1cc(*)c2c(c1)N(C)C(=O)C(C)CN2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1ce40>,0,2
*c1c(C)c([N+](=O)[O-])c(*)c([N+](=O)[O-])c1C,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d0e0>,0,2
*c1cc(C2(C)CNc3ccccc32)c(*)cc1O,17,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d310>,0,2
*c1cc2c(cc1*)C1(N)c3ccccc3C2C2C(=O)OC(=O)C21,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d5b0>,0,2
*c1ccc(*)c2c1N(O)CC2(C=O)C=O,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d1c0>,0,2
*c1cc(*)cc(N2CC(Cl)([N+](=O)[O-])CO2)c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d2a0>,0,2
*c1ccc(N2CC(Cl)([N+](=O)[O-])CO2)cc1*,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d380>,0,2
*c1ccc2c(c1*)C1(NC(=S)N(c3ccccc3)O1)C(=O)N2C,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d770>,0,2
*C1=C(C(C)=O)C(C)Oc2c(*)cccc21,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1cdd0>,0,2
*c1c(C)c(Cl)c(O)c(*)c1O,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c580>,0,2
*c1ccc2c(c1*)N(C)C(=O)C2(O)CC=C,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d4d0>,0,2
*c1cnc(Cl)c(C#N)c1*,9,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1cac0>,0,2
*c1c([N+](=O)[O-])cc[n+](O[B-](F)(F)F)c1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1ca50>,0,2
*c1cc(*)c2[nH]cc(C3(C=O)NC(=O)c4ccccc43)c2c1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d7e0>,0,2
*c1ccc2[nH]cc(C3(C=O)NC(=O)c4ccccc43)c2c1*,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d850>,0,2
*c1ccc(C2=NC2Br)cc1*,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c6d0>,0,2
*c1ccc(C2=NC2Br)c(*)c1,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c430>,0,2
*c1cccc(C=NCCN=Cc2cccc(*)c2)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d620>,0,2
*c1cccc(C=NCCN=Cc2ccccc2*)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d690>,0,2
*c1cccc(C=NCCN=Cc2ccccc2)c1*,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d700>,0,2
*c1ccccc1C=NCCN=Cc1ccccc1*,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d9a0>,0,2
*c1cc(*)c2c(c1)-c1ccccc1CC2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1cc80>,0,2
*c1cc2c(cc1*)-c1ccccc1CC2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d3f0>,0,2
*c1ccc2c(c1*)CCc1ccccc1-2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d460>,0,2
*c1c(C2=[O+]C3[N-]C23Cl)cc2c(c1*)OCO2,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d540>,0,2
*c1cc(*)c2c(c1)O[P-](#[O+])(c1ccccc1)CNC2,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1dfc0>,0,2
*c1c(C)c(*)c2c(c1O)C(=O)N(N(C)C)C2,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1da10>,0,2
*c1nc(*)c([N+](=O)[O-])cc1C#N,11,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c510>,0,2
*c1cc(*)c2c(c1)-n1cccc1C1(C)OCCN1C2=O,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e340>,0,2
*c1ccc2c(c1)-n1cc(*)cc1C1(C)OCCN1C2=O,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e3b0>,0,2
*c1cc2c(C#N)c(c1*)CSCc1cccc(c1C#N)CSC2,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e650>,0,2
*c1ccc(*)c2c1C1C3OC4(CCCN2C14)N(C)C3=O,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e420>,0,2
*c1cc2c(cc1*)C13CC1CC=C3CCC2,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1de70>,0,2
*c1nn(N)c(C)c1*,7,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1d000>,0,2
*c1cc(*)c2c(c1)CC1C(=O)N3CCCC3C(=O)N21,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e490>,0,2
*c1c(O)c(O)c2oc(=O)c3c(*)c(O)c(O)c4oc(=O)c1c2c43,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e810>,0,2
*c1cc(*)c2c(c1)Sc1ccccc1C2C(C)(C)C,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e2d0>,0,2
*c1cccc(C#Cc2ccccc2)c1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c740>,0,2
*c1cc(S(=O)(=O)c2ccccc2)nc2c(*)cc(C)cc12,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e7a0>,0,2
*c1cc2cc(C)cc(*)c2nc1S(=O)(=O)c1ccccc1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e8f0>,0,2
*c1c(C=Nc2c(C)n(C)n(*)c2=O)cccc1[N+](=O)[O-],19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e730>,0,2
*C(=Nc1c(C)n(C)n(*)c1=O)c1cccc([N+](=O)[O-])c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e960>,0,2
*c1ccc(C2=Cc3ccccc3Oc3cc(*)ccc32)cc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1eab0>,0,2
*c1ccc(C2=Cc3ccccc3Oc3cccc(*)c32)cc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1eb20>,0,2
*c1cc(*)c2c(c1)Oc1ccccc1C=C2c1ccccc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1eb90>,0,2
*c1ccc(C2=C(Cl)C(=O)N(C)C2)c(*)c1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1dd20>,0,2
*c1ccc(C2=C(Cl)C(=O)N(C)C2)cc1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e1f0>,0,2
*c1cc(*)c2c(c1)O[P-](C)(=O)=[O+]C2=O,13,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1c890>,0,2
*c1cc2c(cc1*)C1(CC13CNC(=O)C3=O)C(=O)N2,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e6c0>,0,2
*c1cccc(*)c1[Si]1(C)C2c3ccccc3C1c1ccccc12,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1ec70>,0,2
*c1cnc(*)o1,5,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e110>,0,2
*c1ncoc1*,5,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1df50>,0,2
*c1cc(C)c([Se]c2ccccc2)c(C)c1*,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e5e0>,0,2
*c1cn(*)c2c1C(c1ccc(Cl)cc1Cl)=CC2(SC)SC,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1f3e0>,0,2
*c1cc(Cl)cc(Cl)c1C1=CC(SC)(SC)c2c1ccn2*,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1f4c0>,0,2
*c1ccc2c(cc3n2CC(C)C3=O)c1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1ea40>,0,2
*c1ccc2c(c1)c(*)c1n2CC(C)C1=O,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1ec00>,0,2
*c1cc(Cl)c(*)c2c1N1C(=O)CCC3C1C2N3OC,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1ed50>,0,2
*c1ccccc1C1=Nc2c(*)cc(F)cc2CC(C)(F)O1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1f680>,0,2
*c1cc(*)cc(C#CC2C(C=O)=C(C)NC(C)=C2C=O)c1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1fca0>,0,2
*c1cc(O)c(O)c(C=NNC(=S)N(C)C)c1*,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1f7d0>,0,2
*c1ccc2nc3c4cccc(*)c4[se]c3n2c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1f760>,0,2
*c1cccc2c1[se]c1c2nc2cccc(*)n21,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1fd10>,0,2
*c1c(C)cnc(Cl)c1*,8,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1e260>,0,2
*c1cccc2c1C(=O)C(c1c[nH]c3c(*)cc(Br)cc13)=CC2=O,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1f220>,0,2
*C1=C(c2c[nH]c3ccc(Br)cc23)C(=O)c2c(*)cccc2C1=O,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1eea0>,0,2
*c1ccc(C2=C(C#N)CCC(O)O2)cc1*,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b1fb50>,0,2
*c1ccc2c(c1*)C(C#N)C1CC2(C#N)C(C)(C)C(=O)C1(C)C,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20900>,0,2
*c1ccc2c(c1)C1OC1c1c-2ccc2cc(*)ccc12,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20510>,0,2
*c1ccc2c(c1)C1OC1c1c-2ccc2c(*)cccc12,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20580>,0,2
*c1cc(C=NC[P-](C)(C)#[O+])c(*)cc1Cl,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b200b0>,0,2
*C(=NC[P-](C)(C)#[O+])c1ccc(Cl)c(*)c1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20190>,0,2
*c1ccc(C2=C(c3ccc(*)cc3)c3ccccc3C2)cc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21230>,0,2
*c1ccc(C2=C(c3ccccc3)c3ccc(*)cc3C2)cc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b212a0>,0,2
*c1ccc(C2=C(c3ccccc3)Cc3cc(*)ccc32)cc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21310>,0,2
*c1cc(*)c2c(PC([Si](C)(C)C)[Si](C)(C)C)cccc2c1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21000>,0,2
*c1cc(PC([Si](C)(C)C)[Si](C)(C)C)c2c(*)cccc2c1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21380>,0,2
*c1cc(Nn2nnc(*)c2C)ccc1F,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20200>,0,2
*c1cc2c(cc1*)C1(OC2=O)Oc2ccccc2C1=O,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b213f0>,0,2
*c1ccc2c(c1*)S(=O)(=O)N1C(=O)Nc3ccccc3C21,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b214d0>,0,2
*c1ccc(O)c(C2=CC(=O)c3cc(*)ccc3C2=O)c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21460>,0,2
*c1cc2nc3n(c2cc1*)CC(O)CS3,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20c10>,0,2
*c1ccc([Se]Br)c(*)c1,8,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20e40>,0,2
*c1cccc(*)c1[Se]Br,8,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20d60>,0,2
*c1nc2c(*)cc(F)cc2c2ccccc12,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21540>,0,2
*c1cccc2c1c(*)nc1ccc(F)cc12,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b215b0>,0,2
*c1ccnc(*)c1S(N)(=O)=O,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b203c0>,0,2
*c1ccc(*)c2c1-c1ccccc1C2(O)c1cccc(C)c1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b219a0>,0,2
*c1cccc2c1-c1c(*)cccc1C2(O)c1cccc(C)c1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21a10>,0,2
*c1cc(C(C)=NOC)ccc1N=Cc1cc(Cl)cc(*)c1O,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21930>,0,2
*c1cc(C(C)=NOC)cc(*)c1N=Cc1cc(Cl)ccc1O,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21a80>,0,2
*c1cccc(C2=C(C)N3c4c(*)cccc4C(C)(C)C3N2)c1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21af0>,0,2
*c1ccccc1C1=C(C)N2c3c(*)cccc3C(C)(C)C2N1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21b60>,0,2
*c1cc2n(c1*)CCc1ccccc1-2,13,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b204a0>,0,2
*c1cc(*)n2c1-c1ccccc1CC2,13,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20890>,0,2
*c1ccc(S(=O)(=O)n2cc(C#N)c3ccccc32)c(*)c1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21f50>,0,2
*c1ccc(S(=O)(=O)n2cc(C#N)c3ccccc32)cc1*,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b220a0>,0,2
*c1cc(*)c2c(c1)Cn1nnc3c1-c1c(cccc1-2)OC3,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22110>,0,2
*c1ccc2c(c1)Cn1nnc3c1-c1c(ccc(*)c1-2)OC3,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22180>,0,2
*c1cc(*)c2c(c1)S(=O)(=O)N1CNC(C)C21,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b217e0>,0,2
*c1cc(*)c2c(c1)C1(O)c3[nH]c4ccccc4c3CCN1C2=O,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22340>,0,2
*c1c(Cl)cc(*)c2c(Cl)c3c(nc12)CCCC3,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b218c0>,0,2
*c1ccc(C2CC(=O)Oc3c2oc2ccccc32)cc1*,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22260>,0,2
*c1ccc(C2CC(=O)Oc3c2oc2ccccc32)c(*)c1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b222d0>,0,2
*c1nc(*)c2cc(C)oc2n1,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20f20>,0,2
*c1ncc2c(*)c(C)oc2n1,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20eb0>,0,2
*c1ncnc2oc(C)c(*)c12,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b202e0>,0,2
*c1c(Cl)cc2c(c1*)OC(=O)C2(C)CCC,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21ee0>,0,2
*c1cc(C)c(*)c(C(CC(Cl)(Cl)Cl)=NO)c1C,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b223b0>,0,2
*C(=O)n1nncc1*,7,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20820>,0,2
*c1cc(*)cc(P(=O)(C(Cl)=CCl)c2ccccc2)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22730>,0,2
*c1ccc(*)c(P(=O)(C(Cl)=CCl)c2ccccc2)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b228f0>,0,2
*c1cc(*)cc(C2(C#N)C(NC)=Nc3ccc(Cl)cc32)c1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22a40>,0,2
*c1cccc(C2(C#N)C(NC)=Nc3ccc(Cl)cc32)c1*,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22ab0>,0,2
*c1cc(*)c(N=Nc2ccccc2Br)c(Br)c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22650>,0,2
*c1ccc(N=Nc2c(*)cccc2Br)c(Br)c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b226c0>,0,2
*c1ccc(N=Nc2ccc(*)cc2Br)c(Br)c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22960>,0,2
*c1cccc(Br)c1N=Nc1c(*)cccc1Br,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b229d0>,0,2
*c1cc(*)c2c(c1)N1C(=O)CN=C1C1CCCN1C2=O,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22e30>,0,2
*c1cc(O)c(O)c([N+](=O)[O-])c1*,11,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21620>,0,2
*c1[s+]c([S-])n(*)c1C,7,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b207b0>,0,2
*c1ccc(N=Nc2ccccc2*)[nH]1,13,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21bd0>,0,2
*c1cc2c(*)c(Cl)ccc2cc1Br,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21850>,0,2
*c1cc2cc(Br)c(*)cc2cc1Cl,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b221f0>,0,2
*c1ccc2nc(C)n(C(N)=NC3CCCCC3)c2c1*,19,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23060>,0,2
*c1cccc(*)c1[SiH2][SiH2]c1ccccc1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22d50>,0,2
*c1ccccc1[SiH2][SiH2]c1ccccc1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22dc0>,0,2
*c1ccc(*)c(F)c1F,8,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21150>,0,2
*c1ccc2c(*)ncc(C)c2c1,11,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22420>,0,2
*c1ncc(C)c2c(*)cccc12,11,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22ce0>,0,2
*c1cccc(N=Cc2cc(*)ccc2O)c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b234c0>,0,2
*c1cccc(N=Cc2cccc(*)c2O)c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23610>,0,2
*c1cc(C)c(C)c(N)c1*,9,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20c80>,0,2
*c1ccc2c(c1*)C(C)NCC2,11,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23140>,0,2
*c1cc(*)c2c(c1)C([N+](=O)[O-])c1ccccc1C2[N+](=O)[O-],20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23990>,0,2
*c1cccc([N+]2=NOC(=O)C2=C(Cl)[N-]O)c1*,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23760>,0,2
*c1cc(*)cc([N+]2=NOC(=O)C2=C(Cl)[N-]O)c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b237d0>,0,2
*c1ccc2c(c1*)C1=C(CC2)COCC1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23290>,0,2
*c1ccc2c(*)c3c(cc2c1)CSCc1cccc(c1)CSC3,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23d80>,0,2
*c1cc(*)c2cc3c(cc2c1)CSCc1cccc(c1)CSC3,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23df0>,0,2
*c1cc(C2=NN(C(N)=S)CC2)c(*)cc1C,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23840>,0,2
*C(=O)n1ccc2cc3cccc(*)c3cc21,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b238b0>,0,2
*c1cccc2cc3cc(*)n(C=O)c3cc12,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23920>,0,2
*c1ccc2c(c1*)C(=O)C(=O)c1c-2ncc2ccccc12,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23ed0>,0,2
*c1cccc2c1C(=O)C(=O)c1c-2nc(*)c2ccccc12,20,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23f40>,0,2
*c1cc2c(cc1*)C1(O)C3CCC(CC3)CN1C2=O,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23a00>,0,2
*c1cc(Cl)c(*)c2c1N1CCC(C2)O1,13,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23e60>,0,2
*c1cc2c(c(*)c1Cl)NC(=O)CO2,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23d10>,0,2
*c1cc([N+](=O)[O-])c([SH](=O)=O)cc1*,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b22030>,0,2
*c1ccc(N2CCC(C)N2C(C)=O)cc1*,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b21d20>,0,2
*c1ccc(*)c(N2CCC(C)N2C(C)=O)c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20350>,0,2
*c1ccc2cccc3c2c1OB(c1c(F)cc(F)c(*)c1F)O3,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20b30>,0,2
*c1cc2c3c(cccc3c1)OB(c1c(F)cc(F)c(*)c1F)O2,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20ac0>,0,2
*c1cc2oc(=O)c(*)c(C)c2c(O)c1O,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b211c0>,0,2
*c1cc([N+](=O)[O-])c(C)c(*)c1O,11,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b20cf0>,0,2
*c1ccc2ccc(*)c3c2c1B(O)OB3O,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b231b0>,0,2
*c1cnc2nc3n(c2c1)C(C)Cc1c(*)cccc1-3,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b236f0>,0,2
*c1ccc(*)c2c1CC(C)n1c-2nc2ncccc21,18,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23a70>,0,2
*c1cc(*)c2c(c1)cc(C#N)c1nnnn12,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23c30>,0,2
*c1cc2cc(C#N)c3nnnn3c2cc1*,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b23ca0>,0,2
*c1cc(Cl)c2c(c1*)C1C=CCCC1CC2,15,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b243c0>,0,2
*c1cc(*)c2c(c1)NC1C2=NCCc2c1[nH]c1ccccc21,21,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b24ac0>,0,2
*C(=NNC=O)c1cc(Cl)c(*)c(Cl)c1O,14,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b24120>,0,2
*c1ccc(C=NCC)c(*)c1,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b247b0>,0,2
*c1c(*)c2c(c3c1OCO3)OC(C)O2,13,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b24820>,0,2
*c1c(*)c(=C(C#N)C#N)ccc1=C(C#N)C#N,16,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b24c10>,0,2
*c1oc(=c2oc(=C(C#N)C#N)c(*)c2Br)c(=C(C#N)C#N)c1Br,22,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b25150>,0,2
*c1ccc2c(c1*)CNCC2(C)C,12,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b24190>,0,2
*c1cn(NC=O)c(=O)nc1*,10,<rdkit.Chem.rdchem.Mol object at 0x7f73b7b24580>,0,2
