Smiles,Nr. of heavy atoms,mols,Formal Charge,Nr_of_wildcards
*c1nc2c3ccccc3n(C)c2nc1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7760>,0,2
*c1cccc(*)c1C(=C)C(CO)C(O)[Si](C)(C)C(C)(C)C,20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c57e0>,0,2
*c1ccc(*)c(C(=C)C(CO)C(O)[Si](C)(C)C(C)(C)C)c1,20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c58c0>,0,2
*c1c2op(F)oc2c(*)c2op(F)oc12,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c5b60>,0,2
*n1cc[n+]2c1[BH2-][n+]1ccn(*)c1[BH2-]2,12,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c4270>,0,2
*c1cc2c(cc1*)C(c1ccccc1)NS(=O)(=O)N2,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c4c80>,0,2
*c1cccc2ccc(*)[n+]([B-]([N+]#[N+][N-2])([N+]#[N+][N-2])[N+]#[N+][N-2])c12,20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c4c10>,0,2
*c1cccc2c1ccc(*)[n+]2[B-]([N+]#[N+][N-2])([N+]#[N+][N-2])[N+]#[N+][N-2],20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c6880>,0,2
*c1cc(Cl)c(*)c2c1N(CCCC)C(=O)C21CO1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7290>,0,2
*c1cc(*)c2c(Br)c1CSCc1cccc(c1)CSC2,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7450>,0,2
*c1cnn([B-]2(n3cccn3)n3ccc[n+]3[BH2-]n3ccc[n+]32)c1*,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c74c0>,0,2
*c1cc(*)c2c(c1)NC1CCC3C(=O)OC1C23,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7680>,0,2
*c1ccc(*)c2[s+]c(N=C3NCCN3)[n-]c12,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7840>,0,2
*c1cc(*)c([N+](=O)[O-])c2c1C(=O)NC2=O,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7bc0>,0,2
*c1cncc(N2C(=O)C(=O)c3cc(*)ccc32)c1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7e60>,0,2
*c1ccc2c(c1)C(=O)C(=O)N2c1cnccc1*,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7ed0>,0,2
*c1nn2c(c1*)CC(C)(C)C2,10,<rdkit.Chem.rdchem.Mol object at 0x7f73bc4c7df0>,0,2
*c1cc(*)c2c(c1)C(CCC=O)OC2=O,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628580>,0,2
*c1cc(C)ccc1N=Nc1cc(*)c(O)c(C=O)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628820>,0,2
*c1cc(C)cc2c(*)c3c(nc12)[nH]c1ccccc13,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628900>,0,2
*c1ccc2c(c1)[nH]c1nc3ccc(C)cc3c(*)c12,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628970>,0,2
*c1ccc2c3c(C)c(*)ccc3n(C)c2c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6285f0>,0,2
*c1ccc2c(c1C)c1cccc(*)c1n2C,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628740>,0,2
*c1ccc2cc3c(c(*)c2c1)CCOC3C,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6287b0>,0,2
*c1cnc(C)c(*)c1,7,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628350>,0,2
*c1c(C)ccc([N+]2=[P-](=O)(F)N(c3ccc(C)cc3)CC2)c1*,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628eb0>,0,2
*c1cc(*)n(N=Cc2ccccc2O)c(=O)c1C#N,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628b30>,0,2
*c1cc([N+](=O)[O-])c(*)cc1C1=NOCO1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6280b0>,0,2
*c1cccc([B-]23OCCCC[N+]2=Cc2ccccc2O3)c1*,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629000>,0,2
*c1cccc(*)c1[B-]12OCCCC[N+]1=Cc1ccccc1O2,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629070>,0,2
*c1ccc(C2=CC(O)N(O)C2=O)cc1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6289e0>,0,2
*c1ccc(C2=CC(O)N(O)C2=O)c(*)c1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628a50>,0,2
*c1cc(O)c(*)c2c1CCCO2,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628c80>,0,2
*C1=CCCCc2c1c(=O)n(C)c1c(*)cc(O)cc21,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629150>,0,2
*c1c(O)cc(*)c2c1c1c(c(=O)n2C)C=CCCC1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6291c0>,0,2
*c1ccc(*)c(=NS(=O)(=O)c2ccc(N)cc2)[nH]1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628f90>,0,2
*c1cc(C)c(*)c2c1CN1C(=O)CNC(=O)C1=C2,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628ba0>,0,2
*c1ccc(*)c2c1C(=O)NCC(=O)N2C,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6282e0>,0,2
*c1cc(*)c2c(O)cc3c(c2c1)C(C)(C)OC3=O,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628190>,0,2
*c1ccc(*)c2c3c(cc(O)c12)C(=O)OC3(C)C,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628ac0>,0,2
*c1ccc2c(c1*)OC1(O2)Sc2sc(=S)sc2S1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628d60>,0,2
*c1cc2c(cc1*)-c1ccsc1Sc1sccc1-2,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628270>,0,2
*c1ccc2c(c1*)CCc1nnnn1CC2,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6283c0>,0,2
*c1ccc2c(c1*)C(CC=O)C(S(C)(=O)=O)C(=O)N2C,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629230>,0,2
*c1ccc(*)c2c1NCC1OC21,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628040>,0,2
*C1=CC=[S+]C1=C[N-]Nc1cc(*)c2ccccc2n1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6292a0>,0,2
*C([N-]Nc1cc(*)c2ccccc2n1)=C1C=CC=[S+]1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629310>,0,2
*C(=O)N1CCC(c2ccc(*)cc2)=N1,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628660>,0,2
*c1ccc(C2=NN(C=O)CC2)c(*)c1,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628120>,0,2
*c1c2c(c(*)c3c1C(=O)N(C)C3(O)C=O)C(=O)N(C)C2=O,20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62a7a0>,0,2
*c1ccc2cccc(*)c2c1[S+](N)[O-],13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628c10>,0,2
*c1ccc2c(*)cccc2c1[S+](N)[O-],13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628dd0>,0,2
*c1ccc(C#Cc2cc(*)c3c(c2)C(C)(C)CC3(C)C)cc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62a960>,0,2
*c1ccc(C#Cc2ccc3c(c2*)C(C)(C)CC3(C)C)cc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62a9d0>,0,2
*c1cc(S(=O)(=O)N2OC(=O)CC23CCCC=C3Cl)cc(*)c1C,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62aab0>,0,2
*c1cc(*)c(NP(=O)(O)Nc2ccccc2C)c(C)c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62a880>,0,2
*c1cc2c3c(ccc2c(*)c1Br)OCC=C3C=O,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62a730>,0,2
*C1=C(C=O)c2c(ccc3c(*)c(Br)ccc23)OC1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62a810>,0,2
*c1occ(C)c1*,6,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629700>,0,2
*C1=Cc2c(*)cccc2C(C)C1,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6286d0>,0,2
*C1=CCC(C)c2cccc(*)c21,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628e40>,0,2
*c1ccc(C2=CNC3C=CC=CC=C3N2)cc1*,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62ac00>,0,2
*C1=CC2NC=C(c3cccc(*)c3)NC2=CC=C1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62ac70>,0,2
*c1c[nH]c(=O)n2c(*)cnc12,10,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628510>,0,2
*c1ccc(C=NNC(=S)S)cc1*,12,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629a80>,0,2
*c1ccc(*)c(C=NNC(=S)S)c1,12,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629af0>,0,2
*c1ccc(C=NNC(=S)S)c(*)c1,12,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62a8f0>,0,2
*c1ccc(C(=C)N)c(*)c1,9,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628430>,0,2
*C=C(N)c1ccccc1*,9,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628200>,0,2
*C(=NC(C)C#N)c1ccc(C#N)cc1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62aea0>,0,2
*c1c(C#N)ccc(C=NC(C)C#N)c1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62af10>,0,2
*c1ccc(C2=NC3=NC(N)=[SH][SH]3O2)cc1*,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62aff0>,0,2
*C(=O)C1=C(c2ccc(*)cc2)NC(=O)C1(O)C1CCCCC1=O,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b4c0>,0,2
*c1ccc(C2=C(C=O)C(O)(C3CCCCC3=O)C(=O)N2)c(*)c1,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b530>,0,2
*c1ccc(N2N=C(C#N)C(=S)N3CCOCC32)c(*)c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b370>,0,2
*c1ccc(*)c(N2N=C(C#N)C(=S)N3CCOCC32)c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b3e0>,0,2
*c1ccc(*)c2c1C=CN1C(=O)CCC21C#N,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b220>,0,2
*c1cc(*)c2c(c1)C=CN1C(=O)CCC21C#N,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b290>,0,2
*c1ccc(*)c2c1nnn2S(=O)(=O)n1nnc2ccccc21,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b680>,0,2
*c1nc(N)c(P)c(*)c1C,9,<rdkit.Chem.rdchem.Mol object at 0x7f73bc628f20>,0,2
*c1ccc(C#Cc2ccc(Br)cc2*)cc1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b0d0>,0,2
*c1ccc(C#Cc2ccc(Br)c(*)c2)cc1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b300>,0,2
*c1ncc(*)n2c(Br)ccc12,10,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62aa40>,0,2
*c1cc(*)c2c(c1)C(c1ccccc1)=CCCO2,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b6f0>,0,2
*c1ccc2c(c1)C(c1ccccc1*)=CCCO2,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b760>,0,2
*c1cc(*)cc(C=Nc2ccccc2O)c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b5a0>,0,2
*c1cccc(C=Nc2cccc(*)c2O)c1,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b610>,0,2
*c1ccc(-[b-]2[s+]c(=S)n(C)n2C)c(*)c1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b450>,0,2
*c1cccc(*)c1-[b-]1[s+]c(=S)n(C)n1C,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b8b0>,0,2
*c1cc(*)c2cccc3c2c1C(C)(C)C(=O)N3C,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62ba70>,0,2
*c1ccc2c(S(=O)(=O)c3ccc(C)cc3)c(*)sc2c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62bbc0>,0,2
*c1ccc2sc(*)c(S(=O)(=O)c3ccc(C)cc3)c2c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62bd10>,0,2
*c1c(Cl)c(Cl)cc2c1nnn2*,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b990>,0,2
*c1ccc2c(c1*)C1C(CCN1C)O2,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62bb50>,0,2
*c1cc(NN=C(C(C)=O)C(=O)C=O)c(*)cc1C,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc629a10>,0,2
*c1cc(C)cc(*)c1NN=C(C(C)=O)C(=O)C=O,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc6299a0>,0,2
*[c+]1[cH+][c-](*)[cH-][cH+][cH-]1,6,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62bd80>,0,2
*[c+]1[cH+][cH-][cH-][c+](*)[cH-]1,6,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62bdf0>,0,2
*c1cc2c(C)cc(=O)oc2c(*)c1O,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62af80>,0,2
*c1cc([N+](=O)[O-])c(*)cc1C(=S)N1C2CCC1CC2,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc62b920>,0,2
*c1ncc(*)c2oc(C)cc12,10,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ca50>,0,2
*c1nccc2oc(C)c(*)c12,10,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c430>,0,2
*c1c(C)oc2c(*)cncc12,10,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c3c0>,0,2
*c1[nH]n[n+](N=[N+]([O-])[O-])c1*,9,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56cac0>,0,2
*c1ccc(*)c2c1NC(C)CS2,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56d310>,0,2
*c1cc2c(cc1*)C1CCC(=O)C(C)(C2)C1=O,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c200>,0,2
*c1ccc2c(c1*)CN1C(=O)CCC1C2=O,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c120>,0,2
*c1cc(C)cc(*)c1S(=O)(=O)N1C(=O)C2CCCCC2C1C#N,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ccf0>,0,2
*c1ccc(P(C#CC)c2ccccc2)c(*)c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56cf90>,0,2
*c1c(*)c2c(c3c1OCC3C)C(=O)NC2=O,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56d380>,0,2
*c1oc2ccc(F)c(*)c2c1[S+](C)[O-],13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c660>,0,2
*c1cc(*)c2c(c1)C(CC)C(=O)N2C,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c190>,0,2
*c1[n-]c(*)c(N=Cc2ccccc2O)[s+]1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c5f0>,0,2
*C(=O)C1=C2Nc3cccc(*)c3C23CCN2CCC1C(=O)C23,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c4a0>,0,2
*c1cc(*)c2c(c1)NC1=C(C=O)C3CCN4CCC12C4C3=O,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c970>,0,2
*c1cc(*)c2[nH]c3c(c2c1)CCCC3(C=C)c1ccccc1,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c9e0>,0,2
*c1ccccc1C(=c1sc(=C([O-])OC)c(*)[s+]1)N(C)C,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c2e0>,0,2
*c1cccc(C(=c2sc(=C([O-])OC)c(*)[s+]2)N(C)C)c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c350>,0,2
*c1cc(Br)c(*)c2c1N(C)C(=O)C2(O)C(=C)C=O,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56d000>,0,2
*c1ccc2c(c1)nc1c3ccc(*)c4cccc(c(=O)n21)c43,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56db60>,0,2
*c1ccc2c(c1)nc1c3cccc4c(*)ccc(c(=O)n21)c43,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56de70>,0,2
*c1cc([S+]([O-])C=C2CCCC2O)c(*)cc1C,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c6d0>,0,2
*c1cccc(C2=CNCC2)c1*,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56cba0>,0,2
*c1ccc(*)c(C2=CNCC2)c1,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c900>,0,2
*c1cc2c(cc1F)oc1c(*)c(C)oc(=O)c12,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c0b0>,0,2
*c1nc(C)cc(C)c1*,8,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56cf20>,0,2
*c1ccc2c(c1*)C1(CCNC1)C(=O)N2C,15,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c580>,0,2
*c1cc(*)cc(N2CCCC3CCOC3O2)c1,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56d070>,0,2
*c1ccc(N2CCCC3CCOC3O2)cc1*,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56da80>,0,2
*c1cc2c(cc1*)C(O)(CO)N(C)C2=O,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c740>,0,2
*c1cc(=Nc2ccc(C)cc2)oc(*)n1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c890>,0,2
*c1ncc(*)c(=Nc2ccc(C)cc2)o1,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56daf0>,0,2
*c1ncoc(=Nc2ccc(C)cc2)c1*,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56dee0>,0,2
*c1cc(*)c2c(c1)C1(c3cc(Cl)ccc3O2)C2[CH-][S+]21,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e340>,0,2
*c1ccc2c(c1)C1(c3c(ccc(Cl)c3*)O2)C2[CH-][S+]21,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e3b0>,0,2
*c1c(C)c(Br)c(C)c(*)c1C#N,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ce40>,0,2
*c1cc2c(c(*)c1N)C(=O)CC1C(C)CCCC21C,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e650>,0,2
*c1cc(*)c2c(c1)C1OCCCC1CN2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e180>,0,2
*c1nc2cccnc2n2c(*)ccc12,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56df50>,0,2
*c1cnc2c(c1)nc(*)c1cccn12,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e1f0>,0,2
*c1ccc(N=C(Cl)C(Cl)=Nc2ccccc2)c(*)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e810>,0,2
*c1ccc(N=C(Cl)C(Cl)=Nc2cccc(*)c2)cc1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e880>,0,2
*c1cccc(*)c2c3ccccc3cc1-2,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e5e0>,0,2
*c1cc(*)c(C2=NNC3C(C)NCC23)c([N+](=O)[O-])c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e960>,0,2
*C1=CC=[S+]C1=CN=[NH+]c1c(*)cc([N+](=O)[O-])cc1N([O-])[O-],20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56eab0>,0,2
*c1c([N+](=O)[O-])cc(N([O-])[O-])c([NH+]=NC=C2C=CC=[S+]2)c1*,20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ea40>,0,2
*C1=C2c3cccc(*)c3CCC2C2(C)C(=O)C(C)=CC(=O)C2=C1,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ec70>,0,2
*C1=C(C)C(=O)C2(C)C(=CC=C3c4cccc(*)c4CCC32)C1=O,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ece0>,0,2
*c1cccc2ccnc(*)c12,10,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56cb30>,0,2
*c1ccc2c(*)cc(=O)oc2c1,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56d5b0>,0,2
*c1c(Br)ccc2[nH]c3c(Br)cc(Br)c(*)c3c12,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e730>,0,2
*c1cc(Br)c(*)c2c1[nH]c1c(Br)cc(Br)cc12,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e7a0>,0,2
*c1ccc(B2OCC(C)=C(C)C(C)=C2C)c(*)c1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e9d0>,0,2
*c1cccc(B2OCC(C)=C(C)C(C)=C2C)c1*,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ec00>,0,2
*c1cc(*)c(Cl)c(C=C[N+](=O)[O-])c1Cl,13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56d540>,0,2
*C(=Cc1c(Cl)ccc(*)c1Cl)[N+](=O)[O-],13,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56c510>,0,2
*c1ncnc(Cl)c1*,7,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e0a0>,0,2
*c1ccc(C2=[S+]CN(c3ccc(*)cc3)[N-]2)cc1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f060>,0,2
*c1ccc(C2=[S+]CN(c3ccccc3)[N-]2)cc1*,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f0d0>,0,2
*c1nn2c(c1*)NN=C(S(C)(=O)=O)C2c1ccccc1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f450>,0,2
*c1cc(*)c2c(c1)C1(CCC2)CC(=O)OC1=O,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56eff0>,0,2
*c1c(Cl)ccc([N+](=O)N([O-])c2ccc(Cl)cc2)c1*,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f4c0>,0,2
*c1cc(N([O-])[N+](=O)c2ccc(Cl)c(*)c2)ccc1Cl,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f530>,0,2
*c1ccc(*)c2c1SCCC2O,11,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e2d0>,0,2
*c1ccc2c(c1*)C1(C)CCCC(C)C1CC2,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f370>,0,2
*c1ccc(*)c(S(=O)(=O)C=CC2CCCC(=O)N2)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f610>,0,2
*c1ccc(S(=O)(=O)C=CC2CCCC(=O)N2)c(*)c1,18,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f680>,0,2
*c1cc(=O)ccc2c(C)nn(*)c12,12,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e6c0>,0,2
*c1cc2c(ccc1=O)c(C)nn2*,12,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56e8f0>,0,2
*c1cc(S(=O)([O-])=[S+]S(=O)(=O)c2ccc(C)cc2)c(*)cc1C,21,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fa00>,0,2
*c1ccc(C2=CC(N)=C(c3ccccc3*)C34N=S35=NC245)cc1,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fae0>,0,2
*c1cccc(C2=CC(N)=C(c3ccccc3*)C34N=S35=NC245)c1,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fd10>,0,2
*c1ccc2c(c1)N1CC1c1cc3cc(Br)cc(*)c3n1-2,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f8b0>,0,2
*c1cccc2c1N1CC1c1cc3cc(Br)cc(*)c3n1-2,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f920>,0,2
*c1c2c(c(*)c3c1OCO3)C1CCC(=O)C(C)(C2)C1=O,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fd80>,0,2
*c1cc(S(=O)(=O)CS)c(*)cc1C,12,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ed50>,0,2
*C(=NO)c1cn(*)cn1,8,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56de00>,0,2
*c1ccc([As+2](=C([O-])C(C)(C)C)=C([O-])C(C)(C)C)c(*)c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fed0>,0,2
*c1ccc(*)c([As+2](=C([O-])C(C)(C)C)=C([O-])C(C)(C)C)c1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fe60>,0,2
*c1ccc(*)c2c1OC1(C=C2C#N)CCNCC1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f990>,0,2
*c1cc(*)c2c(c1)OC1(C=C2C#N)CCNCC1,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fdf0>,0,2
*c1ccc2c(c1)B(N(C)C)c1cc(*)ccc1B2N(C)C,20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ff40>,0,2
*c1ccc2c(c1)B(N(C)C)c1c(*)cccc1B2N(C)C,20,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fa70>,0,2
*c1cc(*)c2c(c1)NCCNCc1ccccc1NCCNC2,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56fca0>,0,2
*c1ccc(S(=O)(=O)c2ccc(*)c3ccccc23)cc1,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f760>,0,2
*c1cc2c(cc1*)C(c1ccccc1)N(C)CS2,17,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ef10>,0,2
*c1cc(C2OCC(=O)n3c2c(C)c2ccccc23)c(*)cc1Br,22,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56eb20>,0,2
*c1ccc2c(c1*)OCC1C2CCN1C,14,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56dc40>,0,2
*c1c(C)c(*)c(C)c(S(=O)(=O)C23CC2CCC3=O)c1C,19,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56ef80>,0,2
*c1cc(*)c2c(c1)-c1ccccc1C2C(C)O,16,<rdkit.Chem.rdchem.Mol object at 0x7f73bc56f140>,0,2
